step,wallclock_seconds,split,layer,mean_l2_norm
670,112.597991808,train,1,21.23673439025879
670,112.597991808,train,2,21.308197021484375
670,112.597991808,train,3,27.157329559326172
680,114.14908424800001,train,0,21.494504928588867
680,114.14908424800001,train,1,21.216838836669922
680,114.14908424800001,train,2,21.28887939453125
680,114.14908424800001,train,3,27.19033432006836
690,115.70190618400001,train,0,21.482852935791016
690,115.70190618400001,train,1,21.197072982788086
690,115.70190618400001,train,2,21.271839141845703
690,115.70190618400001,train,3,27.225671768188477
700,117.25604496,train,0,21.472393035888672
700,117.25604496,train,1,21.17808723449707
700,117.25604496,train,2,21.25452423095703
700,117.25604496,train,3,27.257892608642578
700,117.320527217,valid,0,21.47144317626953
700,117.320527217,valid,1,21.176124572753906
700,117.320527217,valid,2,21.252368927001953
700,117.320527217,valid,3,27.26020622253418
710,118.873997263,train,0,21.461505889892578
710,118.873997263,train,1,21.16075325012207
710,118.873997263,train,2,21.236305236816406
710,118.873997263,train,3,27.29574966430664
720,120.425974188,train,0,21.450468063354492
720,120.425974188,train,1,21.14072036743164
720,120.425974188,train,2,21.218542098999023
720,120.425974188,train,3,27.329998016357422
730,121.97971585500001,train,0,21.435514450073242
730,121.97971585500001,train,1,21.124618530273438
730,121.97971585500001,train,2,21.201507568359375
730,121.97971585500001,train,3,27.35586929321289
740,123.534528071,train,0,21.423500061035156
740,123.534528071,train,1,21.102415084838867
740,123.534528071,train,2,21.183204650878906
740,123.534528071,train,3,27.391429901123047
750,125.089004293,train,0,21.410762786865234
750,125.089004293,train,1,21.08480453491211
750,125.089004293,train,2,21.163673400878906
750,125.089004293,train,3,27.42112159729004
760,126.640452078,train,0,21.397533416748047
760,126.640452078,train,1,21.068340301513672
760,126.640452078,train,2,21.144685745239258
760,126.640452078,train,3,27.45151138305664
770,128.19465196899998,train,0,21.3879451751709
770,128.19465196899998,train,1,21.047809600830078
770,128.19465196899998,train,2,21.124954223632812
770,128.19465196899998,train,3,27.477935791015625
780,129.74797450199998,train,0,21.372882843017578
780,129.74797450199998,train,1,21.030311584472656
780,129.74797450199998,train,2,21.110977172851562
780,129.74797450199998,train,3,27.509502410888672
790,131.300529548,train,0,21.363914489746094
790,131.300529548,train,1,21.012557983398438
790,131.300529548,train,2,21.093935012817383
790,131.300529548,train,3,27.53716278076172
800,132.853093648,train,0,21.352575302124023
800,132.853093648,train,1,20.99882698059082
800,132.853093648,train,2,21.076387405395508
800,132.853093648,train,3,27.565425872802734
800,132.91468324,valid,0,21.35216522216797
800,132.91468324,valid,1,20.997474670410156
800,132.91468324,valid,2,21.07386589050293
800,132.91468324,valid,3,27.56793212890625
810,134.47320082299998,train,0,21.342254638671875
810,134.47320082299998,train,1,20.976627349853516
